id_fatura,id_cliente,data_emissao,data_vencimento,valor_total,status
258,3749,2024-06-14,2025-02-21,2711.61,Paga
259,1027,2024-05-29,2024-12-09,9970.81,Paga
260,2402,2024-12-28,2025-03-25,813.42,Paga
261,4902,2024-09-01,2025-03-08,2470.66,Pendente
262,1186,2023-05-27,2025-02-04,8133.42,Pendente
263,3121,2023-04-06,2023-08-05,2182.2,Paga
264,1436,2025-01-02,2025-01-03,7873.38,Paga
265,1723,2024-12-30,2025-01-12,5438.51,Pendente
266,3287,2024-10-18,2024-12-24,2504.83,Pendente
267,3164,2023-10-08,2024-05-11,8409.05,Atrasada
268,2350,2024-09-04,2024-10-15,7871.33,Paga
269,2289,2023-06-02,2023-12-21,7773.51,Paga
270,1849,2024-10-09,2025-02-16,6647.41,Paga
271,3462,2023-04-02,2023-07-17,3037.58,Paga
272,4105,2023-08-01,2024-09-08,5883.32,Paga
273,1846,2024-10-28,2024-12-25,8017.76,Atrasada
274,1749,2023-12-21,2024-05-05,2537.22,Paga
275,2102,2024-12-12,2025-02-01,6377.98,Atrasada
276,566,2023-04-10,2024-04-10,5259.58,Pendente
277,2787,2024-01-05,2024-06-14,1958.26,Atrasada
278,693,2024-02-15,2024-12-03,7601.89,Atrasada
279,2746,2024-07-11,2024-10-04,7716.22,Paga
280,177,2023-05-10,2024-01-24,315.89,Pendente
281,2012,2023-10-13,2024-03-13,1097.28,Pendente
282,2771,2023-05-29,2024-07-04,177.28,Paga
283,1607,2023-07-05,2023-11-17,5958.3,Atrasada
284,2612,2023-08-21,2023-09-03,818.19,Atrasada
285,3899,2023-05-12,2024-03-01,2561.05,Pendente
286,1236,2024-10-18,2025-02-01,9645.37,Pendente
287,4670,2023-04-27,2023-10-03,4585.82,Atrasada
288,3192,2023-12-28,2024-02-14,824.31,Pendente
289,2720,2023-10-06,2024-07-15,1534.85,Paga
290,881,2024-01-02,2024-08-15,4969.27,Atrasada
291,3146,2023-09-26,2024-08-13,6516.12,Paga
292,2335,2023-03-03,2024-09-23,6387.86,Paga
293,3134,2024-11-21,2024-12-09,3636.38,Paga
294,729,2024-08-06,2025-01-22,4428.55,Paga
295,2695,2024-02-29,2025-03-09,9018.03,Pendente
296,267,2024-09-04,2024-09-18,8345.51,Atrasada
297,4605,2024-07-09,2025-02-16,1795.39,Pendente
298,168,2023-08-21,2023-10-07,3265.84,Pendente
299,1566,2024-11-21,2025-01-22,9731.12,Atrasada
300,484,2023-06-05,2025-01-30,7615.73,Atrasada
301,672,2024-12-16,2025-01-03,5139.68,Atrasada
302,1247,2024-10-23,2025-03-06,5507.99,Paga
303,2262,2023-10-07,2025-03-18,4581.19,Paga
304,822,2024-10-01,2025-01-21,8659.56,Paga
305,2701,2024-05-07,2024-11-30,1709.41,Pendente
306,2537,2024-10-07,2025-01-11,5189.05,Paga
307,3029,2024-11-06,2024-12-17,6451.52,Paga
308,4488,2024-08-28,2025-01-21,3335.1,Pendente
309,1064,2023-05-21,2023-06-04,567.0,Pendente
310,2364,2025-02-17,2025-03-15,6481.12,Atrasada
311,2365,2023-03-01,2024-06-27,3737.3,Atrasada
312,4832,2023-09-26,2024-03-02,8254.28,Paga
313,3343,2024-08-11,2024-10-18,2083.62,Pendente
314,1588,2023-08-15,2024-05-22,776.1,Atrasada
315,3367,2023-07-29,2024-04-09,5178.34,Paga
316,3982,2023-06-17,2024-11-19,8590.03,Paga
317,3308,2023-09-17,2025-02-03,7967.44,Paga
318,2382,2024-05-17,2025-02-09,2378.92,Atrasada
319,3590,2024-05-09,2024-09-26,9834.97,Pendente
320,2778,2024-07-27,2024-12-12,6816.84,Paga
321,1302,2024-08-16,2025-01-30,2974.84,Atrasada
322,2134,2024-06-17,2025-02-16,2191.23,Paga
323,2953,2025-01-23,2025-03-18,7865.94,Atrasada
324,3358,2024-12-29,2025-01-25,6828.23,Pendente
325,3168,2023-04-26,2024-04-20,9400.86,Paga
326,1985,2023-09-18,2024-12-04,3552.74,Atrasada
327,2147,2024-05-10,2024-08-14,6756.37,Paga
328,3054,2024-06-21,2024-11-29,4414.72,Paga
329,1860,2024-04-23,2024-10-17,1444.99,Pendente
330,398,2024-04-15,2024-04-16,3318.86,Paga
331,2320,2024-12-10,2025-02-20,2760.26,Pendente
332,3806,2024-05-04,2024-09-27,3232.2,Atrasada
333,374,2023-04-26,2024-07-27,165.77,Pendente
334,2111,2024-01-30,2024-11-24,7746.95,Atrasada
335,3279,2024-07-01,2024-08-14,1211.75,Atrasada
336,445,2024-02-09,2024-12-23,5956.32,Atrasada
337,1472,2024-11-07,2025-03-12,5847.82,Paga
338,3107,2024-07-15,2024-12-25,2997.32,Paga
339,2126,2023-07-19,2024-08-31,1510.03,Paga
340,3645,2024-07-12,2024-12-25,3134.71,Pendente
341,3617,2024-01-29,2025-02-04,961.46,Pendente
342,2298,2025-02-22,2025-03-01,6040.89,Paga
343,3069,2023-09-14,2025-02-23,4939.74,Pendente
344,1450,2023-10-09,2023-11-24,8556.47,Atrasada
345,1086,2023-12-21,2024-01-16,778.53,Atrasada
346,1422,2023-09-15,2024-03-17,6901.59,Paga
347,4155,2023-08-09,2023-10-02,117.63,Atrasada
348,3791,2024-08-14,2024-11-22,1625.34,Pendente
349,413,2024-06-19,2024-11-10,3786.23,Atrasada
350,4886,2024-03-26,2024-07-26,6254.18,Atrasada
351,2773,2023-09-13,2025-01-01,3963.14,Atrasada
352,2468,2024-03-04,2024-03-26,2184.74,Paga
353,3109,2023-10-28,2024-08-15,9337.06,Paga
354,3413,2024-05-16,2024-09-09,1362.64,Pendente
355,1715,2025-02-02,2025-03-26,2549.53,Paga
356,2912,2025-02-25,2025-03-26,2236.06,Pendente
357,3001,2024-08-20,2025-03-23,7986.66,Paga
358,4496,2023-05-08,2023-10-15,2685.2,Atrasada
359,753,2023-12-11,2024-02-19,9815.91,Pendente
360,1048,2024-11-10,2024-11-12,1871.06,Atrasada
361,2534,2024-08-27,2024-08-29,3642.93,Paga
362,2514,2023-11-06,2023-11-14,4807.55,Pendente
363,2492,2023-06-03,2024-07-03,9006.56,Paga
364,366,2023-10-03,2023-11-12,7448.24,Paga
365,1592,2024-11-19,2025-02-17,1500.08,Atrasada
366,3175,2023-07-08,2023-09-26,2038.07,Paga
367,3911,2023-09-27,2024-07-09,257.84,Atrasada
368,1459,2024-03-23,2024-03-30,5083.89,Paga
369,890,2024-10-21,2024-12-30,8519.18,Pendente
370,3593,2023-10-24,2024-07-15,8006.06,Atrasada
371,2883,2024-07-23,2025-03-27,3949.69,Paga
372,4415,2023-04-27,2024-01-24,8880.13,Atrasada
373,1328,2024-02-19,2024-11-12,3752.08,Atrasada
374,723,2023-06-06,2023-12-17,8519.61,Atrasada
375,100,2024-03-17,2025-02-12,2492.03,Pendente
376,1774,2023-11-10,2024-10-25,8676.12,Atrasada
377,3042,2024-10-03,2025-01-11,4161.4,Paga
378,1906,2023-08-27,2024-03-08,3954.76,Pendente
379,1841,2023-06-15,2024-11-14,9508.48,Pendente
380,242,2023-08-30,2024-05-16,5381.24,Pendente
381,4348,2023-07-08,2024-08-03,769.7,Pendente
382,815,2024-11-05,2024-12-30,6693.53,Pendente
383,100,2024-08-21,2025-03-20,6472.49,Paga
384,3967,2023-10-05,2024-06-23,2376.9,Paga
385,2081,2024-01-17,2024-10-27,769.11,Atrasada
386,449,2023-06-21,2025-03-06,5448.67,Atrasada
387,1655,2024-11-05,2024-12-27,5587.48,Atrasada
388,2225,2025-02-03,2025-02-05,6277.65,Paga
389,4460,2024-01-05,2024-06-23,5215.16,Pendente
390,3810,2024-03-05,2025-03-12,3100.04,Paga
391,4190,2024-04-26,2025-02-16,2959.2,Pendente
392,1119,2023-09-22,2024-11-15,7608.18,Atrasada
393,1576,2023-10-25,2024-11-25,6231.53,Atrasada
394,441,2024-07-22,2024-07-28,4433.72,Pendente
395,2405,2024-09-08,2024-12-14,356.92,Pendente
396,1030,2024-11-08,2025-03-20,5031.16,Paga
397,3648,2024-09-19,2025-01-12,2642.86,Paga
398,1687,2024-12-01,2025-03-09,7556.17,Atrasada
399,2666,2025-01-14,2025-02-16,2741.63,Pendente
400,4233,2024-05-27,2024-07-31,9634.37,Atrasada
401,3485,2025-02-21,2025-03-26,2955.15,Paga
402,907,2023-03-13,2025-01-19,8406.95,Paga
403,241,2024-12-23,2024-12-30,8580.84,Atrasada
404,3239,2024-03-03,2024-04-28,414.72,Pendente
405,1050,2025-01-28,2025-02-27,346.26,Paga
406,2726,2024-08-13,2025-01-08,5366.18,Pendente
407,718,2023-09-01,2023-11-22,4918.42,Paga
408,1862,2024-01-18,2025-03-05,9809.9,Atrasada
409,4933,2024-10-30,2025-03-24,6279.32,Atrasada
410,273,2023-10-24,2025-01-09,4447.03,Paga
411,3422,2023-11-29,2024-11-14,5460.65,Atrasada
412,1543,2023-04-07,2024-04-02,8542.18,Paga
413,2794,2023-09-18,2023-10-24,4419.32,Atrasada
414,1320,2024-10-23,2025-03-16,3669.31,Pendente
415,2760,2023-09-05,2024-11-17,3390.81,Atrasada
416,3514,2024-12-31,2025-01-21,8319.13,Paga
417,1495,2023-12-30,2024-07-27,1288.19,Pendente
418,142,2025-02-09,2025-02-25,2207.35,Pendente
419,2266,2024-01-18,2024-02-19,9760.38,Paga
420,4229,2024-10-09,2024-10-26,4207.48,Pendente
421,2425,2024-11-20,2025-01-14,1556.64,Pendente
422,2777,2023-09-12,2024-12-06,7052.29,Paga
423,4831,2023-11-22,2023-12-23,3420.95,Pendente
424,2525,2024-06-15,2024-10-23,3035.99,Pendente
425,4554,2024-02-09,2024-05-28,6074.98,Atrasada
426,1078,2023-12-31,2024-08-30,2895.7,Paga
427,484,2023-03-08,2024-04-08,5214.12,Paga
428,3529,2024-11-03,2024-11-11,6872.35,Atrasada
429,3261,2023-03-21,2023-10-28,8292.88,Paga
430,2595,2024-12-31,2025-03-26,5789.28,Pendente
431,3826,2023-09-01,2024-11-17,6722.77,Pendente
432,4729,2024-09-26,2024-11-23,6480.66,Paga
433,787,2024-10-11,2024-10-28,4301.33,Atrasada
434,679,2025-02-20,2025-03-18,635.11,Atrasada
435,4013,2024-08-04,2025-01-09,952.48,Atrasada
436,3316,2024-03-14,2025-01-23,251.73,Atrasada
437,854,2024-01-06,2024-11-12,8594.54,Pendente
438,1278,2023-07-19,2025-03-09,8188.01,Atrasada
439,1536,2023-03-16,2024-12-19,8304.88,Paga
440,1267,2023-11-09,2025-01-23,6982.51,Paga
441,117,2023-09-08,2023-09-15,4954.8,Atrasada
442,4454,2024-09-30,2025-03-08,2302.9,Paga
443,742,2025-01-09,2025-02-27,1121.47,Paga
444,2270,2025-02-11,2025-03-04,8847.38,Atrasada
445,3146,2025-02-05,2025-03-09,7803.42,Pendente
446,1492,2023-10-12,2025-01-16,9229.3,Paga
447,2865,2023-09-30,2024-09-22,6525.29,Pendente
448,398,2024-05-16,2025-02-19,9016.18,Atrasada
449,4692,2023-08-09,2024-03-05,7254.6,Paga
450,4798,2023-08-28,2023-12-08,5062.72,Atrasada
451,1923,2024-02-07,2024-09-10,1360.33,Atrasada
452,3158,2025-02-20,2025-03-04,9563.5,Atrasada
453,3961,2024-08-09,2024-11-27,3028.54,Atrasada
454,2709,2023-07-01,2023-08-18,1511.76,Paga
455,1784,2023-08-02,2025-02-14,4592.2,Paga
456,4905,2023-10-09,2023-10-29,669.83,Atrasada
457,2524,2024-06-16,2024-07-16,4829.03,Paga
458,1766,2023-09-22,2025-01-08,8377.04,Pendente
459,922,2023-12-25,2024-01-26,949.33,Atrasada
460,3599,2023-12-07,2025-03-01,3917.64,Pendente
461,984,2024-01-17,2025-03-09,8080.51,Paga
462,4351,2024-09-12,2025-01-20,1560.44,Atrasada
463,1710,2025-02-14,2025-02-16,1454.59,Atrasada
464,986,2024-11-29,2025-01-08,743.71,Paga
465,2095,2024-11-12,2025-03-19,3950.77,Paga
466,1071,2023-08-06,2024-02-27,6601.48,Pendente
467,2774,2024-04-22,2025-03-02,7897.5,Atrasada
468,1277,2023-06-19,2023-10-26,9602.34,Atrasada
469,989,2024-09-17,2024-10-10,1100.4,Atrasada
470,490,2023-04-26,2023-11-22,8498.75,Paga
471,3011,2024-06-07,2025-03-09,1098.63,Atrasada
472,4140,2023-03-01,2023-07-22,7901.87,Atrasada
473,4620,2024-05-15,2025-03-02,3428.28,Atrasada
474,3006,2023-10-08,2024-02-14,5096.56,Atrasada
475,2721,2024-04-18,2024-05-30,9666.39,Pendente
476,2132,2023-11-30,2025-01-19,9228.2,Paga
477,3985,2023-12-18,2024-10-08,5655.06,Paga
478,681,2023-12-09,2024-06-16,9949.96,Paga
479,1768,2024-12-20,2025-03-02,1025.94,Atrasada
480,892,2023-08-21,2024-05-04,4274.54,Atrasada
481,159,2023-04-24,2024-03-10,627.67,Pendente
482,4347,2023-11-18,2024-11-28,4477.44,Paga
483,2678,2025-01-18,2025-02-24,7950.3,Atrasada
484,770,2023-07-05,2024-10-09,3091.14,Paga
